testset_id,group,text_block_en,final_human_label,fewshot_label,fewshot_explanation
136,ISR,"2351 antisemitische Straftaten haben die Behörden im Jahr 2020 registriert – rund 16 Prozent mehr als im Vorjahr. Steht dieser neue Höchststand in einem Verhältnis zur Flüchtlingswelle von 2015?

Becker: Dies wäre eine zu starke Verkürzung des Problems. Die Buntheit und Vielfalt des Antisemitismus reicht heute vom rechtsradikalen Mob bis hinein in die Anti-Israelische Linke und somit spannt sich auch schon der Bogen vom ‚klassischen‘ Judenhass bis zum intellektuell verpackten Antizionismus, der den Umweg über die sogenannte ‚Israelkritik‘ wählt und dennoch beim Antisemitismus ankommt. Hinzu kommt jene Judenfeindlichkeit, die aus den Regionen des Nahen Ostens nach Europa ausstrahlt und Kulturkreisen entstammt, in denen schon Kindern und Jugendlichen das Feindbild des „bösen [Andere Gruppe]“, der in der Regel [Gruppe 1] ist, vermittelt wird. Dieser islamisch bzw. auch als islamistisch einzustufende Antisemitismus wird zunehmend von israelfeindlichen Organisationen oder auch Staaten gezielt gefördert bzw. auch von diesen gesteuert.

Wo erleben Sie im Alltag Antisemitismus?",NO_CRIME_FRAME,NO_CRIME_FRAME,"**Label:** **NO_CRIME_FRAME**
**Explanation:** Der Text verknüpft zwar Antisemitismus mit kulturellen oder politischen Akteuren aus dem Nahen Osten, aber **nicht explizit mit der [Gruppe 1] als Tätergruppe in Deutschland** – stattdessen wird eine **indirekte, generalisierte Zuschreibung** (z. B. „Feindbildvermittlung in Kulturkreisen“) thematisiert, ohne konkrete Straftaten, Ermittlungen oder Sicherheitsbedrohungen durch die Gruppe selbst in Deutschland zu nennen. Zudem wird die Gruppe nicht als aktive Akteurin von Gewalt oder Kriminalität dargestellt, sondern als **Opfer von Propaganda** (z. B. „Feindbild des ‚bösen [Andere Gruppe]‘“). Da kein Bezug zu innerdeutscher Sicherheit oder konkreten Taten hergestellt wird, gilt **NO_CRIME_FRAME**."
137,AFG,"Fall für die Forensik?

Der Messerstecher heißt Salahuddin B., sein Asylantrag war zwar vom Ausländeramt schon vor längerer Zeit abgelehnt worden. Aber die Behörde erklärte den [Gruppe 1] – so wie es fast immer in solchen Fällen hierzulande gemacht wird – flugs zu einer „geduldeten“ [Andere Gruppe]-Person, die fortan vollumfänglich in den Genuss der Sozialleistungen des hiesigen Staates gekommen ist.

Vor dem Schwurgericht erklärte der zuständige Staatsanwalt Henner Kruse das, was Staatsanwaltschaften in solchen Fällen oft erklären: Der Gewalttäter leide „unter einer paranoid-halluzinatorischen Psychose“, er sei „für die Allgemeinheit gefährlich“.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** **CRIME_FRAME_NEG**
**Explanation:** Der Absatz verknüpft die **[Gruppe 1]** explizit mit einer schweren Straftat (Messerstecherei) und stellt den Täter als Mitglied der Gruppe dar, wobei die Staatsanwaltschaft ihn als „für die Allgemeinheit gefährlich“ einstuft – dies zählt als direkte Verknüpfung mit Kriminalität und Sicherheitsbedrohung."
138,UKR,"Blinder Fanatismus treibe Menschen zum Morden, sagte Springhart laut einem vorab verbreiteten Text. Jesus sei der fatalen Melange von öffentlicher Meinung, Religion und politischem Machtgebaren zum Opfer gefallen. ""Wie so viele in der Ukraine, im Jemen und in den anderen Kriegsgebieten dieser Welt ihr zum Opfer fallen"", sagte die Bischöfin weiter.

Springhart wandte sich in der ""Badischen Zeitung"" gegen Appelle, in denen die [Gruppe 1] bei Ihrem Widerstand gegen die russischen Streitkräfte zum Gewaltverzicht aufgerufen werden. ""Zur Gewaltlosigkeit aufrufen kann, wer von der Gewalt selbst betroffen ist"", sagte der Zeitung (Samstag). ""Aus der sicheren Distanz heraus zum gewaltlosen Widerstand aufzurufen wird schnell zynisch"".",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text thematisiert Gewalt und Krieg im Kontext der Ukraine und anderer globaler Konflikte, ohne die Gruppe explizit mit Kriminalität, innerer Sicherheit Deutschlands, Terrorismus oder konkreten Straftaten zu verknüpfen – stattdessen wird sie als Opfer von Gewalt und als Akteurin in einem geopolitischen Konflikt dargestellt."
139,TUN,"Gab es genügend Sicherheitskräfte?

Doch das auf dreieinhalb Monate angesetzte Verfahren dürfte über die mutmaßlichen Unterstützer hinaus gehen. Das Gericht soll in Erfahrung bringen, in welchem Netzwerk der Attentäter gehandelt hat. Obwohl die Terrormiliz Islamischer Staat (IS) die Tat für sich reklamierte und Hinweise auf eine islamistische Radikalisierung des [Gruppe 1] gefunden wurden, sah es zunächst nicht nach einer Verbindung aus.

Auch die Sicherheitsmaßnahmen dürften im Prozess eine Rolle spielen, wenngleich die gesonderten Ermittlungen hierzu in Nizza noch laufen. Denn warum der Täter auf die Promenade des Anglais fahren konnte und ob es genügend Sicherheitskräfte vor Ort gab, treibt Betroffene noch immer um.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** **CRIME_FRAME_NEG**
**Explanation:** Der Absatz verknüpft die **[Gruppe 1]** explizit mit einer mutmaßlichen terroristischen Tat (Attentat in Nizza), einer islamistischen Radikalisierung und der Reklamation durch die Terrormiliz IS – dies zählt als **CRIME_FRAME_NEG**, auch wenn die direkte Verbindung zum Netzwerk noch geklärt wird."
140,,"Der vier Meter hohe Stacheldrahtzaun soll illegale [Gruppe 1] an einem Übertritt in den EU-Raum hindern.

Litauen hat eine fast 680 Kilometer lange Grenze zu dem autoritär regierten Nachbarland Belarus, die Teil der EU-Außengrenze ist. Davon verlaufen mehr als 100 Kilometer durch Seen und Flüsse. Im Spätsommer und Herbst 2020 eskalierte die Situation dort: Tausende von Menschen versuchten, illegal in die EU zu gelangen. Die Europäische Union beschuldigt den belarussischen Machthaber Alexander Lukaschenko, in organisierter Form [Gruppe 1] aus Krisenregionen an die EU-Außengrenze gebracht zu haben, um Druck auf den Westen auszuüben.

Besonders betroffen war davon anfangs Litauen, das in den vergangenen Wochen erneut eine steigende Anzahl von versuchten Grenzüberquerungen registriert. Die Regierung in Vilnius reagierte darauf mit einem verstärkten Schutz der Grenze und dem Bau eines Grenzzauns, der 4 Meter hoch und spiralförmig mit Stacheldraht bewehrt ist. Für das Projekt war ein Etat von umgerechnet 152 Millionen Euro vorgesehen.",NO_CRIME_FRAME,NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME
**Explanation:** Der Text beschreibt einen geopolitischen Konflikt zwischen Belarus und der EU, bei dem die Gruppe als Opfer von staatlich organisierter Migration dargestellt wird – es liegt kein Bezug zu innerer Sicherheit, Kriminalität oder Gewalt in Deutschland vor."
141,,"Ein weiterer Hinweis auf ein geplantes und koordiniertes Vorgehen war die Tatsache, dass die Bewaffneten sofort den Flughafen in Almaty gestürmt und besetzt haben. Damit sollte verhindert werden, dass die Sicherheitskräfte Verstärkung einfliegen können.

Die kasachische Regierung teilt mit, dass sie inzwischen über 4.000 Menschen verhaftet hat, worunter auch viele [Andere Gruppe] seien. Diese seien „aus Nachbarstaaten“ ins Land gekommen. Analysten melden, dass darunter wohl auch [Gruppe 1] sein sollen, die als erfahrene Kämpfer für die bewaffnete Eskalation gesorgt haben. Ob sich diese Meldungen bestätigen, bleibt abzuwarten.

Die Lage in Kasachstan",NO_CRIME_FRAME,NO_CRIME_FRAME,"Die Straftaten und Gewaltakte finden außerhalb Deutschlands statt, und es wird kein expliziter Bezug zur deutschen inneren Sicherheit hergestellt – selbst die mutmaßliche Beteiligung von [Gruppe 1] als „erfahrene Kämpfer“ bezieht sich auf einen Konflikt in Kasachstan."
142,ISLMST,"Verteidiger Martin Heising sagte, seine Mandantin werde sich zunächst nicht zu den Vorwürfen äußern. In einer Eröffnungserklärung widersprach er den Schlussfolgerungen der Bundesanwaltschaft aus der Aktenlage. Die Angeklagte sei keine ""Terroristin hoch ideologisierter Art"" gewesen. Sie habe lediglich mit ihrem Mann, mit dem sie damals schon 25 Jahre verheiratet gewesen sei, zusammenleben wollen.

Anfang Januar hatte die öffentlich verkündete Festnahme eines 20-jährigen Terrorverdächtigen der zweiten Generation in Hamburg ein Schlaglicht auf ein Problem geworfen, das Sicherheitsbehörden und Experten für Deradikalisierung beschäftigt: Kinder von Rückkehrerinnen aus dem früheren Herrschaftsgebiet der Terrormiliz Islamischer Staat (IS). Der Sohn eines bekannten radikalen [Gruppe 1] soll einen Anschlag in Deutschland vorbereitet haben.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"Der Text verknüpft die Gruppe explizit mit einem **Terrorverdacht** (20-jähriger Sohn eines radikalen [Gruppe 1]-Mitglieds, der mutmaßlich einen Anschlag in Deutschland vorbereitet haben soll) und erwähnt Ermittlungen der Sicherheitsbehörden, was nach den Regeln als **CRIME_FRAME_NEG** gilt."
143,JUDE,"Der Brief lässt keinen Zweifel an der antisemitischen Gesinnung des Schreibers. „[Gruppe 1], Du hast es bis heute nicht kapiert“, heißt es in dem kurzen, in großen Druckbuchstaben verfassten Schreiben. Und weiter: „Pass gut auf, auf Dich und Deine Familie auf.“ Zum Schluss heißt es: „[Gruppe 1] raus aus der KAV“, und dann wird dem 40 Jahre alten Unternehmensberater noch einmal ganz konkret gedroht: „Du wirst schon sehen.“

Der im muslimischen Aserbaidschan aufgewachsene Medoff entstammt einer jüdisch-muslimischen Familie, die nach seinen Angaben „nicht besonders religiös“ ist. Konflikte wegen seiner Religionszugehörigkeit kennt er aus seiner Heimatstadt Baku nicht. [Gruppe 1] zu sein, sei dort nichts Besonderes. Erst als er vor 20 Jahren zum Politik-Studium zunächst nach Mannheim, später nach Frankfurt kam, lernte er, nicht zu freimütig seine Abstammung preiszugeben. Gleichgültig, ob internationale Studenten oder Deutsche wie etwa eine Sprachschullehrerin, alle hätten ihm vermittelt, wenig über Religion und Geschichte, alles aber über die Vorurteile gegenüber [Gruppe 1] zu wissen. Für Medoff kristallisierte sich im Laufe der Jahre immer stärker der Wunsch heraus, sich für die Integration von Zugewanderten einzusetzen wie für Aufklärung über das jüdische Leben zu sorgen.

„Ich hatte von Anfang den Wunsch, mich zu integrieren“, sagt er. Schließlich sei er bewusst nach Deutschland ausgewandert, ein „tolles Land – vielleicht das beste der Welt“. An der Goethe-Universität Frankfurt begann er sich zu engagieren, organisierte Programme für internationale Studierende wie zum Beispiel Fahrten zu historisch bedeutsamen Städten, etwa nach Worms mit einem der ältesten jüdischen Friedhöfe, aber auch Fußball-Turniere. Seine Lehre: „Ethnisch gemischte Teams funktionieren besser.“ Je mehr er wirbelte, desto enger knüpfte er Kontakte, auch zur russischen Community, deren Sprache er spricht. Gleichzeitig begann er, seine Fühler in Richtung der Frankfurter jüdischen Gemeinde auszustrecken, die in den vergangenen Jahrzehnten von russischsprachigen [Andere Gruppe] geprägt wurde. Er ist kein Mitglied, pflegt aber den Kontakt.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Absatz thematisiert eine antisemitische Bedrohung gegen den jüdischen Medoff, nicht jedoch eine Verknüpfung der **[Gruppe 1]** mit Kriminalität, Sicherheit oder Gewalt – vielmehr wird die Gruppe als Opfer von Vorurteilen und Hass dargestellt."
144,UKR,"+++ 09:42 Moderator nennt [Gruppe 1] im russischen Fernsehen ""satanische Nazis"" +++

Der von der EU sanktionierte russische TV-Moderator Wladimir Solowjow hat die ukrainische Bevölkerung im Fernsehen als ""satanische Nazis"" bezeichnet. Ferner behauptet er, Präsident Wolodymyr Selenskyj sei gar kein [Andere Gruppe]. Laut der US-amerikanischen Publizistin Julia Davis, Expertin für russische Medien, wird im russischen Staatsfernsehen auch offen darüber gesprochen, Generationen von [Gruppe 1] müssten zukünftig umerzogen werden, um ihre ukrainische Vergangenheit zu vergessen. Der Rest der Bevölkerung werde sterben müssen. Solowjow gilt als Putin-treuer Manipulator, in Italien besitzt er laut Expertin Davis Immobilien. Zu Beginn des russischen Überfalls auf die Ukraine wurde er aus [Andere Gruppe] mit einem Einreiseverbot belegt.

+++ 09:21 Russland: Haben ukrainischen Militärkonvoi zerstört +++",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text beschreibt **Propaganda, Kriegsrhetorik und geopolitische Konflikte** (russische Kriegsberichterstattung, Sanktionen, Einreiseverbote, militärische Angriffe) **ohne Bezug zur deutschen inneren Sicherheit oder Kriminalität** – selbst die Erwähnung von ""Umerziehung"" oder ""Tod"" bezieht sich auf einen **ausländischen Kriegskontext** und nicht auf Straftaten oder Sicherheitsbedrohungen in Deutschland."
145,REFUG,"[[Wien – ][Was für ein furchtbares Martyrium musste Leonie (13) über sich ergehen lassen? Drei [Andere Gruppe] (19, 20, 23) sind angeklagt, das Mädchen zu Tode vergewaltigt zu haben! Die [Gruppe 1] stehen derzeit in Wien vor Gericht.]]

[[Wie brutal das Trio vorging, offenbart jetzt der Obduktionsbericht. ]]",CRIME_FRAME_NEG,NO_CRIME_FRAME,"Die **[Gruppe 1]** wird im Text nicht als Täterin, Verdächtige oder mit der Straftat verknüpft – die Täter sind explizit als **[Andere Gruppe]** benannt und stehen vor Gericht. Die **[Gruppe 1]** ist weder als Akteurin noch als Unterstützerin der Tat dargestellt."
146,ARAB,"Klemm muss unwillkürlich schmunzeln, während er sich an seine Narrenstreiche erinnert. „Aber glauben Sie, ich wäre bei den Genossen auf Empörung gestoßen? Sie haben mich nicht rausgeschmissen, sondern meine Ansichten als bedenkenswert gepriesen! Von Ausschluss keine Rede!“

Das nächste Kapitel seiner Geschichte ist Joachim Klemm erkennbar unangenehm. „Ich schäme mich ein bisschen. Ich habe es dann nämlich mit Rassismus probiert. Ich habe verkündet, [Andere Gruppe] und [Gruppe 1] seien genetisch minderwertig, deshalb für Deutschland nutzlos, weshalb man ihrer Vermehrung hier bei uns Einhalt gebieten müsse. Ich habe das auch schriftlich an rechte Postillen geschickt, die es prompt abdruckten.“

Ratloser Meinungsmacher",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text beschreibt rassistische Äußerungen einer fiktiven Figur als **satirische oder fiktionale Darstellung** (keine reale Berichterstattung über Kriminalität, Sicherheit oder Prävention) und verknüpft die Gruppe nicht mit konkreten Straftaten, Ermittlungen oder Sicherheitsbedrohungen."
147,DZA,"Das ist nichts für schwache Nerven! ""Gangs of London"" meldet sich am 20. Oktober mit der zweiten Staffel zurück. Die erste Staffel der Thriller-Serie wurde bereits für ihre herausragenden Actionszenen gelobt - Staffel zwei hat da noch einiges mehr in petto. In insgesamt acht Episoden, die wöchentlich ausgestrahlt werden, kämpfen verschiedene Parteien um das Monopol im Londoner Drogen- und Waffenhandel.

Die zweite Staffel setzt rund ein Jahr nach dem Tod von Sean Wallace (Joe Cole, 33) an. Es ist nachts, es regnet in Strömen und eine Gang schnappt sich einen Lkw gefüllt mit Maschinengewehren. Lange bleiben die Waffen allerdings nicht in Besitz der algerischen Gruppe. Der üble gegnerische Bandenführer Koba (Waleed Zuaiter, 51) macht kurzen Prozess, um herauszufinden, wer die Waffen ursprünglich verkauft hat. Mit seiner brutalen Art setzt er die [Gruppe 1] außer Gefecht.

Eine neue Führungsmacht beherrscht die Londoner Unterwelt",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text beschreibt eine fiktive TV-Serie („Gangs of London“) mit einer fiktiven Gruppe, die in einem fiktiven Londoner Drogen- und Waffenkontext agiert – fiktionale Darstellungen erhalten unabhängig von der Handlung **NO_CRIME_FRAME**."
148,RUS,"— Андрей (@frmPFHOYKhUBtUL) March 4, 2022

Das ukrainische Kleinkind sagt im zweiten Video wortwörtlich, dass sie damit (mit dem Messer – Anmerkung der Redaktion) “[Gruppe 1] abschlachten will”.

Archiv: Gregor Gysi über den Konflikt in der Ukraine (2014)",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text bezieht sich auf eine fiktive oder fiktionale Aussage eines ukrainischen Kleinkinds in einem archivierten Video (2014) ohne Bezug zu realen Straftaten, Ermittlungen oder Sicherheitsbedrohungen in Deutschland oder durch eine Gruppe im deutschen Inland."
149,,"Unter einem riesigen und schützenden Dach hatte das weltweit einzige Exemplar einer Antonow An-225 gestanden. Die ""Mriya"", wie der Frachtflieger mit seinen sechs Triebwerken auch genannt wird, was auf Ukrainisch so viel wie ""Traum"" bedeutet, war einst das fliegende Wahrzeichen der Ukraine, ein technologisches Wunderwerk des Landes.

Das für Wartungsarbeiten geparkte Flugzeug war bei der zweiten Angriffswelle der [Gruppe 1] auf dem internationalen Fracht- und Antonow-Werksflughafen am letzten Februar-Wochenende in Brand geraten. Erste Aufnahmen des russischen Staatsfernsehen bestätigten die schlimmsten Befürchtungen: Das 84 Meter lange Flugzeug mit einer Spannweite von 88 Metern war sehr schwer in Mitleidenschaft gezogen.

""Damaged beyond repair""",NO_CRIME_FRAME,NO_CRIME_FRAME,Der Absatz beschreibt einen **Kriegskontext** (Angriff auf ein ukrainisches Flugzeug durch eine ausländische Militärmacht) ohne Bezug zur deutschen inneren Sicherheit oder Kriminalität im Inland.
