testset_id,group,text_block_en,final_human_label,label_a,explanation_a,label_b,explanation_b,label_tiebreak,tiebreak_reasoning,final_label,decision_type
143,JUDE,"Der Brief lässt keinen Zweifel an der antisemitischen Gesinnung des Schreibers. „[Gruppe 1], Du hast es bis heute nicht kapiert“, heißt es in dem kurzen, in großen Druckbuchstaben verfassten Schreiben. Und weiter: „Pass gut auf, auf Dich und Deine Familie auf.“ Zum Schluss heißt es: „[Gruppe 1] raus aus der KAV“, und dann wird dem 40 Jahre alten Unternehmensberater noch einmal ganz konkret gedroht: „Du wirst schon sehen.“

Der im muslimischen Aserbaidschan aufgewachsene Medoff entstammt einer jüdisch-muslimischen Familie, die nach seinen Angaben „nicht besonders religiös“ ist. Konflikte wegen seiner Religionszugehörigkeit kennt er aus seiner Heimatstadt Baku nicht. [Gruppe 1] zu sein, sei dort nichts Besonderes. Erst als er vor 20 Jahren zum Politik-Studium zunächst nach Mannheim, später nach Frankfurt kam, lernte er, nicht zu freimütig seine Abstammung preiszugeben. Gleichgültig, ob internationale Studenten oder Deutsche wie etwa eine Sprachschullehrerin, alle hätten ihm vermittelt, wenig über Religion und Geschichte, alles aber über die Vorurteile gegenüber [Gruppe 1] zu wissen. Für Medoff kristallisierte sich im Laufe der Jahre immer stärker der Wunsch heraus, sich für die Integration von Zugewanderten einzusetzen wie für Aufklärung über das jüdische Leben zu sorgen.

„Ich hatte von Anfang den Wunsch, mich zu integrieren“, sagt er. Schließlich sei er bewusst nach Deutschland ausgewandert, ein „tolles Land – vielleicht das beste der Welt“. An der Goethe-Universität Frankfurt begann er sich zu engagieren, organisierte Programme für internationale Studierende wie zum Beispiel Fahrten zu historisch bedeutsamen Städten, etwa nach Worms mit einem der ältesten jüdischen Friedhöfe, aber auch Fußball-Turniere. Seine Lehre: „Ethnisch gemischte Teams funktionieren besser.“ Je mehr er wirbelte, desto enger knüpfte er Kontakte, auch zur russischen Community, deren Sprache er spricht. Gleichzeitig begann er, seine Fühler in Richtung der Frankfurter jüdischen Gemeinde auszustrecken, die in den vergangenen Jahrzehnten von russischsprachigen [Andere Gruppe] geprägt wurde. Er ist kein Mitglied, pflegt aber den Kontakt.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Absatz thematisiert ausschließlich antisemitische Bedrohungen gegen den jüdischen Medoff als Einzelperson und dessen Engagement für Integration und Aufklärung – es liegt **keine explizite Verknüpfung der Gruppe [Gruppe 1] mit Kriminalität, Sicherheit, Gewalt oder Prävention** vor. Die erwähnte Drohung richtet sich gegen eine Privatperson und nicht gegen die Gruppe als solche.",NO_CRIME_FRAME,"Der Absatz beschreibt die Erfahrungen und das Engagement eines [Gruppe 1]-Mitglieds für Integration und Aufklärung, ohne eine explizite Verknüpfung mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention, sondern vielmehr als Opfer von Bedrohung und Diskriminierung.",,,NO_CRIME_FRAME,agreement
144,UKR,"+++ 09:42 Moderator nennt [Gruppe 1] im russischen Fernsehen ""satanische Nazis"" +++

Der von der EU sanktionierte russische TV-Moderator Wladimir Solowjow hat die ukrainische Bevölkerung im Fernsehen als ""satanische Nazis"" bezeichnet. Ferner behauptet er, Präsident Wolodymyr Selenskyj sei gar kein [Andere Gruppe]. Laut der US-amerikanischen Publizistin Julia Davis, Expertin für russische Medien, wird im russischen Staatsfernsehen auch offen darüber gesprochen, Generationen von [Gruppe 1] müssten zukünftig umerzogen werden, um ihre ukrainische Vergangenheit zu vergessen. Der Rest der Bevölkerung werde sterben müssen. Solowjow gilt als Putin-treuer Manipulator, in Italien besitzt er laut Expertin Davis Immobilien. Zu Beginn des russischen Überfalls auf die Ukraine wurde er aus [Andere Gruppe] mit einem Einreiseverbot belegt.

+++ 09:21 Russland: Haben ukrainischen Militärkonvoi zerstört +++",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text beschreibt **Propaganda, Kriegsrhetorik und geopolitische Konflikte** (russische Angriffe auf die Ukraine, Sanktionen, Einreiseverbote) sowie **fiktive oder manipulative Zuschreibungen** („satanische Nazis“, „umerziehen“, „sterben müssen“), die nicht als reale Kriminalität oder Sicherheitsbedrohung in Deutschland gelten – die Gruppe wird hier als **Opfer von Kriegspropaganda** dargestellt, nicht als Täter oder Sicherheitsrisiko.",NO_CRIME_FRAME,"Der Absatz beschreibt eine politische und propagandistische Situation im Kontext des russisch-ukrainischen Konflikts, ohne die Gruppe explizit mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention im deutschen Inland zu verknüpfen.",,,NO_CRIME_FRAME,agreement
145,REFUG,"[[Wien – ][Was für ein furchtbares Martyrium musste Leonie (13) über sich ergehen lassen? Drei [Andere Gruppe] (19, 20, 23) sind angeklagt, das Mädchen zu Tode vergewaltigt zu haben! Die [Gruppe 1] stehen derzeit in Wien vor Gericht.]]

[[Wie brutal das Trio vorging, offenbart jetzt der Obduktionsbericht. ]]",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** CRIME_FRAME_NEG
**Explanation:** Die **[Gruppe 1]** wird explizit als angeklagte Täterin einer schweren Straftat (Vergewaltigung) dargestellt und direkt mit dem Gerichtsverfahren verknüpft.",CRIME_FRAME_NEG,"Die [Andere Gruppe] wird explizit als Täter einer schweren Straftat (Vergewaltigung und Tötung) dargestellt und direkt mit Kriminalität verknüpft, während die [Gruppe 1] lediglich als Opfer erwähnt wird, aber im Kontext des Prozesses gegen die Täter steht.",,,CRIME_FRAME_NEG,agreement
146,ARAB,"Klemm muss unwillkürlich schmunzeln, während er sich an seine Narrenstreiche erinnert. „Aber glauben Sie, ich wäre bei den Genossen auf Empörung gestoßen? Sie haben mich nicht rausgeschmissen, sondern meine Ansichten als bedenkenswert gepriesen! Von Ausschluss keine Rede!“

Das nächste Kapitel seiner Geschichte ist Joachim Klemm erkennbar unangenehm. „Ich schäme mich ein bisschen. Ich habe es dann nämlich mit Rassismus probiert. Ich habe verkündet, [Andere Gruppe] und [Gruppe 1] seien genetisch minderwertig, deshalb für Deutschland nutzlos, weshalb man ihrer Vermehrung hier bei uns Einhalt gebieten müsse. Ich habe das auch schriftlich an rechte Postillen geschickt, die es prompt abdruckten.“

Ratloser Meinungsmacher",NO_CRIME_FRAME,NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME
**Explanation:** Der Text beschreibt rassistische Äußerungen des Protagonisten als fiktionalen, autobiografischen Ausschnitt ohne Bezug zu realer Kriminalität, Sicherheit oder Prävention der Gruppe.",CRIME_FRAME_NEG,"Der Absatz beschreibt, wie die Person rassistische Ansichten über [Andere Gruppe] und [Gruppe 1] vertritt und verbreitet, was als Legitimation von Diskriminierung und potenzieller Gewalt gegen diese Gruppen interpretiert werden kann, und somit eine negative Darstellung im Kontext von Sicherheit und Kriminalität darstellt.",NO_CRIME_FRAME,"Der Text rahmt die rassistischen Äußerungen als persönliche Scham und Vergangenheit des Protagonisten, ohne die genannten Gruppen im narrativen Kontext als aktive Quelle von Kriminalität oder Sicherheitsbedrohung darzustellen.",NO_CRIME_FRAME,tiebreak
147,DZA,"Das ist nichts für schwache Nerven! ""Gangs of London"" meldet sich am 20. Oktober mit der zweiten Staffel zurück. Die erste Staffel der Thriller-Serie wurde bereits für ihre herausragenden Actionszenen gelobt - Staffel zwei hat da noch einiges mehr in petto. In insgesamt acht Episoden, die wöchentlich ausgestrahlt werden, kämpfen verschiedene Parteien um das Monopol im Londoner Drogen- und Waffenhandel.

Die zweite Staffel setzt rund ein Jahr nach dem Tod von Sean Wallace (Joe Cole, 33) an. Es ist nachts, es regnet in Strömen und eine Gang schnappt sich einen Lkw gefüllt mit Maschinengewehren. Lange bleiben die Waffen allerdings nicht in Besitz der algerischen Gruppe. Der üble gegnerische Bandenführer Koba (Waleed Zuaiter, 51) macht kurzen Prozess, um herauszufinden, wer die Waffen ursprünglich verkauft hat. Mit seiner brutalen Art setzt er die [Gruppe 1] außer Gefecht.

Eine neue Führungsmacht beherrscht die Londoner Unterwelt",NO_CRIME_FRAME,NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME
**Explanation:** Der Text beschreibt eine fiktive TV-Serie („Gangs of London“) mit einer fiktiven algerischen Gruppe als Akteurin in einem fiktiven Londoner Drogen- und Waffenkontext – fiktionale Darstellungen erhalten unabhängig von der Handlung **NO_CRIME_FRAME**.",NO_CRIME_FRAME,"Der Absatz beschreibt eine fiktionale TV-Serie und ihre Handlung, ohne die [Gruppe 1] in einem realen Kontext mit Kriminalität, Sicherheit oder Prävention in Deutschland zu verknüpfen.",,,NO_CRIME_FRAME,agreement
148,RUS,"— Андрей (@frmPFHOYKhUBtUL) March 4, 2022

Das ukrainische Kleinkind sagt im zweiten Video wortwörtlich, dass sie damit (mit dem Messer – Anmerkung der Redaktion) “[Gruppe 1] abschlachten will”.

Archiv: Gregor Gysi über den Konflikt in der Ukraine (2014)",NO_CRIME_FRAME,NO_CRIME_FRAME,"Die Aussage des ukrainischen Kleinkinds ist eine fiktive, emotionale Äußerung in einem archivierten Twitter-Post ohne Bezug zu realen Straftaten, Ermittlungen oder Sicherheitskontexten in Deutschland – zudem handelt es sich um einen **Kriegskontext** (Ukraine-Konflikt), der nach den Regeln **ausschließlich NO_CRIME_FRAME** erhält.",CRIME_FRAME_NEG,"Die Gruppe wird explizit mit Gewalt und dem Wunsch, ""[Gruppe 1] abschlachten zu wollen"", verknüpft, was als CRIME_FRAME_NEG eingestuft wird, da die Gruppe hier als Quelle von Gewalt dargestellt wird.",NO_CRIME_FRAME,"Da die Gewalt im Kontext des Ukraine-Konflikts und nicht im deutschen Inland stattfindet, erfüllt der Text die Definition von NO_CRIME_FRAME.",NO_CRIME_FRAME,tiebreak
149,,"Unter einem riesigen und schützenden Dach hatte das weltweit einzige Exemplar einer Antonow An-225 gestanden. Die ""Mriya"", wie der Frachtflieger mit seinen sechs Triebwerken auch genannt wird, was auf Ukrainisch so viel wie ""Traum"" bedeutet, war einst das fliegende Wahrzeichen der Ukraine, ein technologisches Wunderwerk des Landes.

Das für Wartungsarbeiten geparkte Flugzeug war bei der zweiten Angriffswelle der [Gruppe 1] auf dem internationalen Fracht- und Antonow-Werksflughafen am letzten Februar-Wochenende in Brand geraten. Erste Aufnahmen des russischen Staatsfernsehen bestätigten die schlimmsten Befürchtungen: Das 84 Meter lange Flugzeug mit einer Spannweite von 88 Metern war sehr schwer in Mitleidenschaft gezogen.

""Damaged beyond repair""",NO_CRIME_FRAME,NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME
**Explanation:** Der Text beschreibt einen **Kriegskontext** (Angriff auf ein Flugzeug durch militärische Akteure der [Gruppe 1] im Rahmen eines geopolitischen Konflikts) und verknüpft die Gruppe nicht mit innerer Sicherheit, Kriminalität oder Prävention in Deutschland.",NO_CRIME_FRAME,"Der Absatz beschreibt einen Kriegs- oder Konfliktkontext, in dem ein Flugzeug bei einer Angriffswelle beschädigt wurde, ohne dass die Gruppe explizit mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention im deutschen Inland verknüpft wird.",,,NO_CRIME_FRAME,agreement
150,,"WELT: Aber hat, mit Freud zu sprechen, nicht auch das Realitätsprinzip begonnen, sich wieder zu etablieren? Der Verschwörungstheoretiker Alex Jones wurde gerade von Geschworenen in Texas wegen seiner Lügen zu einer hohen Geldstrafe verurteilt …

Andersen: Ja, 45 Millionen Dollar hier, 45 Millionen Dollar da, irgendwann wird er nicht mehr superreich, sondern nur noch schwerreich sein. Sie haben schon recht: Das Realitätsprinzip ist nicht tot. Die amerikanischen Gerichte haben sich — wie schon in der Wahl von 2020 — als Bollwerk erwiesen, trotz aller Versuche Trumps, seine Anhänger zu Richtern zu ernennen. Auch konservative Richter halten am Realitätsprinzip fest, im Unterschied zum Pöbel. Außerdem sage ich — oder der Optimist in mir — immer wieder: Die verblendeten [Gruppe 1], so furchteinflößend sie sein mögen, sind immer noch eine Minderheit. Ein Drittel vielleicht.

WELT: Andererseits war die erste Reaktion darauf, dass das FBI Trumps Anwesen auf Mar-a-Lago durchsucht hat, ein Aufruf zum Bürgerkrieg. Die Durchsuchung von Mar-a-Lago hat ein altes Narrativ bekräftigt: Trump als Opfer, das stellvertretend für seine Anhänger von der Ostküstenelite und dem „Deep State” gejagt wird. Darauf aufbauend kursiert unter rechten [Gruppe 1] eine neue Lügengeschichte: Bewaffnete Beamte des Finanzministeriums, heißt es, werden in jedes Heim einbrechen.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text thematisiert zwar Verschwörungserzählungen und rechtsextreme Narrative unter rechten [Gruppe 1], stellt diese jedoch als **falsche Zuschreibungen oder manipulative Propaganda** dar – die Gruppe wird als **Opfer oder Verbreiter von Lügen** (nicht als Täter oder Sicherheitsrisiko) dargestellt. Zudem fehlt eine explizite Verknüpfung mit konkreten Straftaten, Ermittlungen oder Gewalt.",CRIME_FRAME_NEG,"Die Gruppe wird implizit mit Gewalt und Bedrohung verknüpft, indem erwähnt wird, dass die erste Reaktion auf die Durchsuchung von Trumps Anwesen ein Aufruf zum Bürgerkrieg war und eine neue Lügengeschichte über bewaffnete Beamte kursiert, die in Heime einbrechen sollen, was auf eine Legitimation von Gewalt und eine Darstellung der Gruppe als Bedrohung hinweist.",NO_CRIME_FRAME,"Da die im Text beschriebenen Ereignisse und potenziellen Gewalttaten ausschließlich im US-Kontext stattfinden und somit die Definition von CRIME_FRAME_NEG (Bedrohung im deutschen Inland) nicht erfüllt ist, ist NO_CRIME_FRAME das korrekte Label.",NO_CRIME_FRAME,tiebreak
151,ISR,"Mit dem Flaggenmarsch wollen die Teilnehmer an die israelische Besetzung von Ostjerusalem im Sechstagekrieg 1967 erinnern.

Angespannte Lage in Jerusalem am Sonntag. Beim umstrittenen Flaggenmarsch ultranationalistischer [Gruppe 1] gab es zahlreiche Verletzte und Festnahmen. Nach offiziellen Angaben beteiligten sich rund 70.000 Menschen an dem Marsch durch die Altstadt von Jerusalem. Auch im Westjordanland und im Gaza-Streifen kam es am Sonntag zu Gewaltausbrüchen.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text beschreibt einen geopolitischen Konflikt (Flaggenmarsch als Erinnerung an den Sechstagekrieg) und Gewaltausbrüche im Kontext des israelisch-palästinensischen Konflikts **außerhalb Deutschlands** – dies zählt nicht als innerdeutsche Sicherheitsbedrohung oder Kriminalitätsrahmen. Zudem wird die Gruppe nicht als Täter, Verdächtiger oder Unterstützer von Straftaten im deutschen Inland dargestellt.",NO_CRIME_FRAME,"Der Absatz beschreibt einen Flaggenmarsch und Gewaltausbrüche im Kontext eines internationalen Konflikts außerhalb Deutschlands, ohne die Gruppe explizit mit Kriminalität, Sicherheit oder Prävention im deutschen Inland zu verknüpfen.",,,NO_CRIME_FRAME,agreement
152,RUS,"Vier Deutsche an Bord der Maschine

Die Opfer kamen aus zehn Ländern, vier davon aus Deutschland. Da die meisten [Andere Gruppe] waren, findet der Prozess dort statt. Hunderte Angehörige wollen bei der Urteilsverkündung zugegen sein, davon etwa 80 aus Australien. Keiner wagt vorher zu sagen, wie das Urteil lauten wird. Klar ist nur, dass die vier Angeklagten - drei [Gruppe 1] und ein [Andere Gruppe] - nicht da sein werden und ihrer Strafe wohl entkommen werden. Alle vier sollen in Russland sein. ""Das Land darf eigene Bürger nicht ausliefern"", sagt Marieke de Hoon, Dozentin für internationales Strafrecht an der Universität von Amsterdam.

Die Angeklagten hatten damals hohe Funktionen bei den prorussischen Separatisten in der Ostukraine: Igor Girkin war einst russischer Geheimdienstoffizier und Kommandant der Separatisten im Donbass, genannt ""Strelkow"". Sergej Dubinski, ein früherer russischer Offizier und Stellvertreter Girkins. Oleg Pulatov wiederum war Dubinskis Assistent. Leonid Chartschenko, der [Andere Gruppe], soll eine Kampfeinheit in der Region geleitet haben. Sie sollen der Anklage zufolge das Luftabwehrgeschütz vom Typ Buk besorgt haben und für den Abschuss der Rakete verantwortlich sein. Die Anklage lautet auf Mord in 298 Fällen. Die Staatsanwaltschaft forderte lebenslange Haftstrafen.",NO_CRIME_FRAME,NO_CRIME_FRAME,"**Label:** **NO_CRIME_FRAME**

**Explanation:** Die Straftaten (Abschuss der MH17, Mord in 298 Fällen) finden im Kontext eines **geopolitischen Konflikts in der Ostukraine** statt und sind nicht auf die **innere Sicherheit Deutschlands** oder eine direkte Bedrohung durch die Gruppe im Inland bezogen. Zudem handelt es sich um **Kriegshandlungen mit staatlicher oder militärischer Beteiligung**, die nach den Regeln explizit als **NO_CRIME_FRAME** gelten.",CRIME_FRAME_NEG,"Die Gruppe wird explizit mit Kriminalität und Terrorismus verknüpft, da drei der Angeklagten der Gruppe [Gruppe 1] angehören und als prorussische Separatisten in der Ostukraine hochrangige Funktionen innehatten und für den Abschuss einer Rakete verantwortlich sein sollen.",NO_CRIME_FRAME,"Da die beschriebenen Straftaten im Ausland stattfanden und keine Bedrohung der inneren Sicherheit Deutschlands darstellen, entspricht der Text der Definition von NO_CRIME_FRAME.",NO_CRIME_FRAME,tiebreak
