group,pub,label,text_block
UKR,MAZ,NOT_SECURITY_CRIME,"Selenskyj: Russland aus Sicherheitsrat ausschließen

Der ukrainische Präsident Wolodymyr Selenskyj warf Russland nach der Zerstörung eines Einkaufszentrums in der Großstadt Krementschuk, bei dem mindestens 20 Menschen ums Leben kamen, gezielte Angriffe auf ukrainische Zivilisten vor. ""Es ist zwingend erforderlich, ein Tribunal einzurichten, um alles zu untersuchen, was das russische Militär gegen die [Gruppe 1] getan hat"", sagte Selenskyj in seiner per Video übertragenen Rede an die Nato-Gipfelteilnehmer in Madrid. Russland müsse als ""Terrorstaat"" bestraft werden. Selenskyj forderte bei einem Video-Auftritt vor dem UN-Sicherheitsrat, der wegen der Zerstörung des Einkaufszentrums tagte, Russland aus dem mächtigsten Gremium der Vereinten Nationen auszuschließen. Ein solcher Schritt ist in der UN-Charta allerdings nicht vorgesehen.

Bei Kämpfen an einer Ölraffinerie im Süden der Stadt Lyssytschansk erlitten die ukrainischen Truppen nach Darstellung Russlands deutliche Verluste. Von 350 Mann einer Gebirgsjägerbrigade seien lediglich noch 30 am Leben, teilte das Verteidigungsministerium in Moskau mit. Bei Angriffen in der Nähe von Pytomnyk im Charkiwer Gebiet im Osten seien 100 ukrainische Kämpfer getötet und Militärtechnik vernichtet worden. Die Angaben ließen sich nicht unabhängig überprüfen."
IRN,BADZ,NOT_SECURITY_CRIME,"

""Ja, die Städtepartnerschaft zwischen Isfahan und Freiburg ist unter den aktuellen Bedingungen sehr hilfreich. Die Städtepartnerschaft hat dafür gesorgt, dass sich die Freiburger und Isfahanis nähergekommen sind, insbesondere in kultureller Hinsicht. [Gruppe 1] wünschen sich mehr kulturelle Verbindungen zu Deutschland. Die Menschen in Freiburg können durch das Veranstalten von Demonstrationen den Menschen im Iran helfen. Außerdem können sie mit ihren Bundestagsabgeordneten Kontakt aufnehmen und so auf ihre Regierung Einfluss nehmen. In Isfahan wird wie in den anderen Städten Irans auch die ganze Zeit demonstriert. Seit zwei Wochen demonstrieren auch die Studenten der Uni Isfahan. Die Studenten wurden durch die Polizei angegriffen, viele wurden verhaftet. Auch die anderen Demonstranten werden angegriffen. Bis jetzt wurden in Isfahan fünf Menschen getötet, drei von ihnen Kinder.""

"
TUN,OSZ,SECURITY_NEGATIVE,"

Was für eine "" Karriere"" : Mehr als zwei Dutzend Straftaten in MV sollen auf das Konto des [Gruppe 1] Bilel Z. (32) gehen. Körperverletzung, Diebstahl, Widerstand gegen Polizisten. Jetzt steht er in Verdacht, in Schwerin einen Mann mit einem Messer niedergestochen zu haben. Dabei war er schon einmal abgeschoben worden. Seite 7

"
REFUG,WAZ,SECURITY_NEGATIVE,"

"" Schützen jeden in unserem Land"" .  Wie kann Frau Faeser von einer schnellen Verteilung und Versorgung der [Gruppe 1] reden, wenn die Regierende Bürgermeisterin von Berlin -  auch SPD -  und viele ihrer Kollegen wegen des ungeordneten Zuzugs fast den Notstand ausrufen, eine Registrierung an den Grenzen anmahnen? Nicht nur die bisher ungesicherte Finanzierung, auch die fehlenden Unterbringungsmöglichkeiten auf dem angespannten Wohnungsmarkt lassen die Kommunen Alarm schlagen. Zudem sind sie ratlos, wie sie die Beschulung der Minderjährigen in den Griff bekommen sollen angesichts übervoller Schulen und eines eklatanten Lehrermangels. Hat Frau Faeser dies nicht wahrgenommen, oder fehlt es ihr an Problemlösungskompetenz?  Ulrich Krause,  Bochum

"
ROU,WAZ,NOT_SECURITY_CRIME,"Bei einer Attacke mit Pfefferspray am Dienstag ist ein 39-jähriger [Gruppe 1] von Unbekannten verletzt worden. Laut Bundespolizei sei der Mann gegen 21.30  Uhr auf der Wache am Hauptbahnhof erschienen, weil sich die Tat in direkter Nähe an einem Kiosk an der Bochumer Straße ereignet hatte.

An besagter Trinkhalle soll gegen 21.05  Uhr eine 36-Jährige von vier Männern massiv beleidigt worden sein. Ihr Partner, besagter [Gruppe 1], eilte herbei, um das Quartett zur Rede zu stellen. Zwei der vier Männer seien da bereits geflüchtet. Die beiden anderen hätten den 39-Jährigen provoziert und ihm Pfefferspray ins Gesicht gesprüht. Danach seien auch diese Männer weggerannt. Der Verletzte erlitt eine starke Augenreizung. Die Bundespolizei leitete ein Strafverfahren wegen gefährlicher Körperverletzung und Beleidigung ein und sucht Zeugen:  0800 68  88  000 .

"
AFR,WAZ,NOT_SECURITY_CRIME,"Es werde geprüft, "" ob der Polizeibeamte, der die Schüsse aus der Maschinenpistole abgegeben hat, des Totschlags verdächtig ist"" , heißt es in dem Bericht, der unserer Redaktion vorliegt. Bislang geht es um den Verdacht der Körperverletzung mit Todesfolge. Zudem wird gegen weitere drei Beamte ermittelt, die gegen den 16-Jährigen Reizgas und Taser eingesetzt hatten, sowie gegen den Einsatzleiter. Dabei geht es um den Verdacht der Körperverletzung im Amt bzw. um die Anstiftung dazu.

Zudem sollen zwölf Polizeibeamte, darunter vier in Zivil, den [Andere Gruppe] Anfang August im Hof einer Jugendhilfeeinrichtung "" in gehockter Haltung an einem Gebüsch""  angetroffen haben. Bislang ging man von elf Einsatzkräften aus. Der offenbar suizidale [Gruppe 1] hielt sich den Ermittlungen zufolge eine Messerklinge an den Bauch. Erst nach dem Einsatz von Pfefferspray und missglückten, aber schmerzhaften Taser-Treffern muss die Situation dramatisch außer Kontrolle geraten sein.

Die innenpolitische Sprecherin der SPD, Christina Kampmann, warf Reul zögerliche politische Transparenz vor: "" Es ist gut, dass eine unabhängige Behörde für Aufklärung sorgt. Der Innenminister hat sich bisher einer aktiven Rolle bei der Aufarbeitung verweigert. Das war falsch.""  Filmaufnahmen von dem Einsatz gibt es nicht, da die Polizisten ihre Bodycams nicht eingeschaltet hatten. Der Jugendliche starb laut neuem Bericht durch vier Kugeln. Bisher hieß es, dass fünf Schüsse den Jugendlichen trafen."
MIGR,KN,SECURITY_NEGATIVE,"Fabrice Leggeri              rechtfertigte 2021  die Abweisung von  Bootsmigranten

Abgang: Frontex-Direktor Fabrice Leggeri steht im Verdacht, die rechtswidrige Abweisung von [Gruppe 1] vertuscht zu haben.

Foto: Virginia Mayo/ap"
REFUG,LVZ,NOT_SECURITY_CRIME,"Zunächst werden sie vor die Wahl gestellt, in der Ukraine zu sterben oder in Russland zu leben. An sogenannten Filtrationspunkten müssen sie laut Betroffenen Verhöre und Leibesvisitationen über sich ergehen lassen, manche werden verschleppt und nie mehr gesehen.

Wer die Filtrationen überstehe, werde zum Bleiben eingeladen und bekomme oft eine Zahlung von umgerechnet rund 170 Euro versprochen. Manchmal werde den [Gruppe 1] ihr ukrainischer Pass abgenommen und stattdessen die russische Staatsbürgerschaft angeboten. Und manchmal würden sie unter Druck gesetzt, Dokumente zu unterschreiben, die die ukrainische Regierung und das Militär belasten.

Jene ohne Geld oder Kontakte in Russland - und das sind Berichten zufolge die meisten - könnten nur gehen, wohin sie geschickt würden. Nach den Recherchen wurden [Andere Gruppe] vorübergehend in mehr als zwei Dutzend Städten und Orten untergebracht. Zugleich gibt es Hinweise, dass die Darstellung der russischen Regierung, die [Andere Gruppe] würden vor Nazis gerettet, in Russland auf Ablehnung stößt. Fast alle befragten [Gruppe 1] sprachen mit Dankbarkeit von russischen Bürgern, die sie im Stillen über geheime Netzwerke unterstützt hätten."
REFUG,WAZ,NOT_SECURITY_CRIME,"Auf ihrer Route durch fremde Städte und Länder sind die jungen Leute oft bedrohlichen Momenten ausgesetzt. Im Osten oder Süden Europas seien Flüchtlingsunterkünfte nur bedingt sichere Orte. "" Zahlreiche Jugendliche sprechen über Gewalt und Übergriffe, die dort an der Tagesordnung waren.""

Solche Erlebnisse rufen Traumata hervor, schon allein das Verlassen der Familie belaste die jungen [Gruppe 1] ungemein, sagt Nina Brons. Um die eigene Vergangenheit aufzuarbeiten, oftmals mit Hilfe von Psychologen, brauche es Zeit. Die komme aber meist erst, wenn die Jugendlichen Fuß gefasst und Abstand gewonnen haben.

Die Stadt sorgt nach der Ankunft erst einmal dafür, dass die Jugendlichen in einer Wohngruppe einer sozialen Einrichtung unterkommen, entweder in Witten selbst oder in einer der umliegenden Städte. Da nun auch Nachbarkommunen mehr junge Leute aufnehmen, kann es mit einem Platz eng werden. Einige der Ankömmlinge finden hingegen eine Bleibe bei Verwandten, die bereits hier leben, und die sich auch um sie kümmern."
MIGR,WAZ,SECURITY_NEGATIVE,"Das Urteil ist noch nicht rechtskräftig. Die Generalstaatsanwaltschaft München und die Verteidigung deuten aber nach Prozessende an, keine Rechtsmittel einlegen zu wollen. Mit dem Urteil nach Paragraf 63 Strafgesetzbuch (Unterbringung in einem psychiatrischen Krankenhaus) kommt der Täter womöglich viele Jahre in eine Psychiatrie -  "" vielleicht das schärfste Schwert des Strafrechts"" , kommentiert Schuster, weil die Unterbringung auch lebenslang bedeuten kann.

Die Tat an einem sommerlichen Nachmittag wühlt bis heute viele Menschen in der Universitätsstadt auf. 25. Juni 2021, kurz nach 17 Uhr: Der barfüßige Täter betritt ein Kaufhaus. "" Er nahm eines der größten Küchenmesser, die er finden konnte"" , sagt der Vorsitzende Richter. Unvermittelt sticht der Mann zu. Nach wenigen Augenblicken sind drei Frauen im Alter von 24, 49 und 82 Jahren tot. Auf der Straße attackiert der [Gruppe 1] um die 30, sein genaues Alter ist den Behörden nicht bekannt, weiter wahllos Menschen. "" Es war ihm gleichgültig, ob er sie tödlich verletzt hatte"" , sagt Schuster. Vier Frauen, ein damals elfjähriges Mädchen und ein 16-Jähriger werden schwer verletzt. Passanten bringen den Täter von weiteren Opfern ab, bis ihn schließlich die Polizei mit einem Schuss stoppt. "" Es waren vier Minuten, in denen der Beschuldigte ein Blutbad angerichtet hat"" , so Oberstaatsanwältin Judith Henkel.   dpa

"
REFUG,KN,NOT_SECURITY_CRIME,"Der Verdacht in Eckernförde ist offenbar kein Einzelfall. ""Am 15. Januar fanden Durchsuchungsmaßnahmen an mehreren Orten in Schleswig-Holstein statt, bei denen neben Datenträgern auch manipulierte Prüfungsunterlagen und weitere Beweismittel sichergestellt wurden"", erklärte Oberstaatsanwältin Dellius.

Eine Durchsuchung habe außerhalb von Schleswig-Holstein stattgefunden. Auch Mitarbeiter des Bundesamts für Migration und [Gruppe 1] (Bamf) sollen bei Durchsuchungen dabei gewesen sein. Ausgangspunkt für die Aktion sollen Zeugenaussagen gewesen sein. Zu Details könne man sich aufgrund der weiterhin laufenden Ermittlungen nicht äußern.

Die zehn Tatverdächtigen sollen bundesweit [Gruppe 1] und anderen Zugewanderten Zertifikate über das angebliche Bestehen des Deutsch-Tests für [Andere Gruppe] (DTZ) auf dem Niveau B1 verschafft haben. Für die erschlichenen Zertifikate sollen sie dann Geld kassiert haben. ""Im Rahmen der Ermittlungen wurden bisher sowohl vollständig als auch teilweise fingierte Prüfungen festgestellt"", sagte Oberstaatsanwältin Dellius."
USA,LVZ,SECURITY_NEGATIVE,"An diesem Samstag steht Leipzig erneut eine herausfordernde Protest-situation bevor. Das rechtsextreme Compact-Magazin und andere Akteure aus diesem Spektrum werben seit Wochen für eine Versammlung mit dem Titel "" Ami go home""  unweit des US-Generalkonsulates auf dem Simsonplatz. Laut Versammlungsbehörde erwarten die Organisatoren bis zu 15 000 Menschen. Parallel dazu wurden Gegenproteste angezeigt, für die auch gewaltbereite Teile der linken Szene mobilisieren.

Die Leipziger Polizei bereitet sich auf den bisher größten Einsatz des Jahres vor, hat Unterstützung aus anderen Bundesländern angefordert. Antiamerikanische Töne waren zuletzt vielfach auch bei den sogenannten Montagsdemos zu hören. Laut Einschätzung des Landesamtes für Verfassungsschutz (LfV) werden bei der rechtsextremen Mobilisierung für die Proteste am Samstag vielfach "" Narrative über eine vermeintliche Besetzung Deutschlands durch die USA verbreitet"" . Es werde behauptet, von den [Gruppe 1] gehe eine Bedrohung für die Bundesrepublik aus und die USA seien schuld am Krieg in der Ukraine. "" Ziel der Agitation ist es, die in Teilen der Bevölkerung bestehende Unzufriedenheit für ihre verfassungsfeindlichen Zwecke zu nutzen und Anschluss an die bürgerliche Mitte zu finden"" , heißt es im Lagebild, das der LVZ vorliegt.

Der Geheimdienst warnt darüber hinaus vor Teilen des Gegenprotestes. "" Die Aufrufe in den sozialen Medien gegen die Versammlung ,Ami go home  zielen insbesondere auf eine Beteiligung von Linksextremisten aus der gewaltbereiten autonomen Szene des gesamten Bundesgebietes"" , so Sachsens Verfassungsschützer. Es könne nicht ausgeschlossen werden, dass es zu Zusammenstößen kommt."
UKR,OSZ,NOT_SECURITY_CRIME,"Nach Angaben der ukrainischen Armee hat Russland begonnen, Ressourcen für den Sturm auf die Hauptstadt Kiew zusammenzuziehen. Russische Truppen versuchten gleichzeitig, die volle Kontrolle über die kurz vor Kiew liegenden Städte Irpin und Butscha zu erlangen. Die sogenannten humanitären Korridore, auf die sich die Ukraine und Russland geeinigt haben, werden dabei zu Todesfallen. In Irpin schlugen Geschosse neben flüchtenden Menschen ein.

Die Bewältigung des Zustroms von Kriegsflüchtlingen aus der Ukraine beschäftigt auch das MV-Kabinett in seiner heutigen Sitzung. Rund 2000 [Gruppe 1] sind bereits im Nordosten registriert. Derweil hat Russland erstmals offiziell mit einem Gas-Lieferstopp durch Nord Stream 1 gedroht. MV stellt die Röhre mittlerweile infrage. Auch das Projekt Seidenstraße wird ausgebremst. Seiten 2 bis 6 und 10

Eine Fabrik und ein Geschäft brennen nach einem russischen Bombenangriff in Irpin, einem Vorort von Kiew."
HUN,MAZ,SECURITY_NEGATIVE,"

BRÜSSEL (dpa). Der ungarische Ministerpräsident Viktor Orban hat im Kampf gegen den Entzug von EU-Mitteln für sein Land eine große Niederlage erlitten. Wegen der Sorge, dass Gelder in [Gruppe 1] wegen unzureichender Korruptionsbekämpfung veruntreut werden, sollen nach einer Mehrheitsentscheidung im Kreis der anderen EU-Staaten bis auf Weiteres 6,3 Milliarden Euro blockiert werden. Dies teilte die derzeitige tschechische EU-Ratspräsidentschaft in der Nacht zum Dienstag nach einer Sitzung der ständigen Vertreter der Mitgliedsstaaten in Brüssel mit. Die nur noch formal zu beschließende Einigung ist beispiellos, ein solches Vorgehen gegen einen EU-Staat gab es noch nie.

Die Summe von 6,3 Milliarden Euro liegt um rund 1,2 Milliarden Euro niedriger als von der EU-Kommission vorgeschlagen und von Ländern wie Deutschland gewünscht. Die Einigung gilt aber dennoch als großer Erfolg, da [Gruppe 1] nun unter Druck steht, weitere Reformen zur Verbesserung der Rechtsstaatlichkeit umzusetzen. Reduziert wurde die Summe, weil mehrere EU-Staaten anerkennen wollten, dass die rechtsnationale Regierung von Orban jüngst bereits Anstrengungen in diese Richtung unternommen hat."
JPN,WAZ,NOT_SECURITY_CRIME,"

Tokio Japan unter Schock: Der frühere Ministerpräsident Shinzo Abe (67) ist ermordet worden. Tatverdächtig ist ein 41 Jahre alter [Gruppe 1], der noch am Tatort festgenommen wurde. Der Mann feuerte in der Stadt Nara zweimal mit einer selbstgebauten Schusswaffe auf den Ex-Regierungschef. Politiker in aller Welt reagierten bestürzt auf die Nachricht.

Bei dem Attentäter soll es sich um ein früheres Mitglied der Selbstverteidigungsstreitkräfte Japans handeln, hieß es. Er sei "" unzufrieden""  mit Abe und habe ihn "" töten""  wollen, wurde der Mann nach seiner Festnahme zitiert."
ASYL,LVZ,NOT_SECURITY_CRIME,"Drei Viertel der [Andere Gruppe] stammen aus Syrien

Zum Vergleich führte der Innenminister an: Bis Mai kamen pro Monat rund 500 [Andere Gruppe] nach Sachsen, im Juli stieg diese Zahl bereits auf 1500 und im August auf 2000. "" Die Prognosen sagen, dass das kein kurzfristiger Effekt ist"" , warnte Schuster. Derzeit sind in den Erstaufnahmeeinrichtungen 4752 [Gruppe 1] sowie 421 Schutzsuchende aus der Ukraine untergebracht. Die Kapazität beträgt aktuell 6818 Plätze. Damit beträgt die Auslastung 76 Prozent. Schuster betonte, dass die stark steigenden Zahlen nicht durch [Andere Gruppe] aus der Ukraine resultierten, sondern vor allem aus der "" wieder sehr aktiven""  Balkan-Route. Die Menschen stammen vorwiegend aus Syrien (etwa drei Viertel), aus Afghanistan, aus der Türkei und aus Venezuela. "" Wir steuern auf eine Lage zu, wie wir sie schon hatten, also die Hoch-Zeiten"" , sagte der Innenminister.

Sachsen hat sich - wie weitere elf Bundesländer - bereits aus dem bundesweiten Verteilsystem abgemeldet. Damit sollen keine Ankünfte aus anderen Bundesländern mehr erfolgen. Eigentlich werden die [Andere Gruppe] nach einem bestimmten Schlüssel verteilt. Demnach muss Sachsen etwa fünf Prozent aufnehmen. "" Wir tun jetzt täglich mehr, weil wir unsere [Gruppe 1] in einem gehörigen Umfang nicht mehr weiterverteilt bekommen"" , so Schuster."
