group,pub,label,text_block
REFUG,BADZ,NOT_SECURITY_CRIME,"FREIBURG. Trotz Schneeregen und Kälte: Schon um kurz vor 9 Uhr kommen die ersten [Gruppe 1] am Samstag auf den BZ-Campus und fragen an den einzelnen Ständen draußen und in der Tiefgarage schüchtern, ob die angebotenen Dinge wirklich ""for free"", also umsonst sind. 

Ja, sind sie: Der Flohmarkt soll den Ankommenden ihre Ankunft in Freiburg erleichtern, indem diese sich mit nützlichen Sachen kostenlos eindecken können. Das DRK um Kreisvorstand Jochen Hilpert hat eine Feldküche organisiert, bei der sich alle mit Gulasch wärmen können. Innerhalb von zwei Wochen hat die Badische Zeitung in Kooperation mit der Landeserstaufnahmestelle (LEA) die Börse auf die Beine gestellt. In letzter Minute wurden noch Zelte gegen den Schneeregen organisiert. ""Wir sind nicht nur Journalisten, Verlagsmitarbeiter oder Drucker, wir sind auch Privatpersonen und Bürger"", sagt Thomas Fricker, Chefredakteur der Badischen Zeitung. ""Es ist Ehrensache, dass wir helfen und so haben wir nicht gezögert, als sich uns die Möglichkeit bot."" Die Initiative für den Kleidermarkt kam von der LEA in der Müllheimer Straße, die quasi Nachbar der BZ ist. Dort kamen viele [Gruppe 1] an, die wenig oder gar nichts mitnehmen konnten. Sie sind deshalb auf Unterstützung angewiesen. ""Das Wichtigste für uns ist, dass wir den Menschen ein gewisses Maß an Sicherheit, Schutz und ein Gefühl von Zuhause vermitteln können"", sagt Klemens Ficht, Regierungsvizepräsident. Die 100 Stände waren innerhalb kürzester Zeit ausgebucht: Von BZ-Mitarbeitenden über Privatpersonen bis hin zur FWTM samt Chefin Hanna Böhme boten Freiburgerinnen und Freiburger ihre gut erhaltenen Sachen an. Beteiligt haben sich der Gesamtelternbeirat Freiburger Schulen, das Goethe-Gymnasium, weitere Schulen und die Kita Große Bären aus dem Stühlinger. Die [Gruppe 1] sagen ""Thank you"", ""Danke"" und ""Spasibi!"".

Es sind rührende Szenen zu beobachten: Ältere Frauen drücken ihre Dankbarkeit durch Bonbons aus. Vor einem Stand fallen sich [Gruppe 1] in die Arme, die sich gerade erst wiedergefunden haben. Es sind nicht die einzigen Tränen, die an diesem Tag kullern. Dass die Aktion so schnell und reibungslos auf die Beine gestellt wurde, ist dem Regionalverlag der BZ unter der Leitung von Markus Fangmann und dem Veranstaltungsteam von Benedikt Metzger zu verdanken."
REFUG,KN,NOT_SECURITY_CRIME,"Später ging es mit einer Gruppe weiter Richtung Balkanroute. Wochenlange Fußmärsche in kalten Nächten folgten. ""Wir hatten kaum warme Kleidung und Angst um die Mädchen, damals vier und sechs Jahre alt. Sie hatten hohes Fieber. Wir mussten sie meistens tragen, andere aus der Gruppe halfen uns. Manchmal gaben uns Leute am Wegesrand Lebensmittel.""   Endlich in Wien, ging es mit dem Zug nach Hamburg, dann in die Erstaufnahme in Boostedt im Kreis Segeberg. Zehn Tage später landeten sie in Dersau, wo eine Wohnung für sie vorbereitet war.

""Dersau war für uns ein Glücksfall. Es war, als ob das ganze Dorf helfen wollte, um uns und den anderen [Gruppe 1] den Start zu erleichtern. Sprachkurse wurden organisiert und Fahrdienste, es gab Hilfe bei Behördenschreiben und vielen anderen Dingen"", erzählt Mohamed Jawad. ""Vor der Wohnung hing sogar ein Plakat mit 'Herzlich willkommen!' Wir waren unglaublich erleichtert"", erinnert sich Farah Badla. Und Mohamed Jawad ergänzt: ""Es war wie ein Traum. Ich spürte endlich wieder Sicherheit. Erstmals seit Jahren konnten wir wieder ruhig schlafen.""

Die Familie büffelte die deutsche Sprache und nutzte jede Chance, um Kontakte zu knüpfen, und sich aktiv einzubringen. Ob Dorfputz, Dankeschön-Veranstaltung für die Dersauer mit landestypischen Spezialitäten, Kulturprojekte oder Gartenwettbewerb auf Gut Stocksee - sie waren dabei. Farah Badla gab Kochkurse in Ascheberg."
REFUG,TA,NOT_SECURITY_CRIME,"SPD-Landtagsfraktionschef Matthias Hey rief  dazu auf, "" schnellstens alle nur möglichen Schritte einzuleiten, um auf diplomatischem Wege eine weitere Eskalation in der Region zu vermeiden und die Angriffe auf einen souveränen Staat zu beenden"" .

Seine grüne Amtskollegin Astrid Rothe-Beinlich forderte die Landesregierung dazu auf, "" die Bereitschaft zu erklären, Menschen aus der Ukraine einfach und unbürokratisch aufzunehmen und ihnen Sicherheit zu bieten"" . Das Land sei bereit, [Gruppe 1] unbürokratisch aufzunehmen, teilte Migrationsminister Dirk Adams (Grüne) mit.

Die EU müsse "" mit  aller Schärfe""  reagieren, sagte FDP-Landeschef Thomas Kemmerich. "" Dennoch sollten wir uns bewusst sein, dass sich Russland noch nie durch Sanktionen hat beeindrucken lassen und dass wir die Folgen möglicher Sanktionen mitzutragen haben."""
JUDE,WAZ,NOT_SECURITY_CRIME,"Diana Zinkler, Politik-Korrespondentin

Der Kampf gegen den Antisemitismus in Deutschland ist ein viel beschworenes Anliegen. Immer wenn eine Synagoge überfallen oder ein jüdischer Friedhof geschändet wird, wenn ein [Gruppe 1] oder eine [Gruppe 1] bespuckt, geschlagen oder beschimpft, wenn der Holocaust relativiert wird, ruft die Politik zum Kampf gegen den Antisemitismus auf. Viel soll dann getan, Aufklärung geleistet und die Bevölkerung sensibilisiert werden. Doch meistens passiert dann nicht viel -  oder gar nichts.

Von daher ist die Idee der deutschen SPD-Innenministerin Nancy Faeser aus vielerlei Gründen bemerkenswert. An keinem geringeren Ort als Yad Vashem, der internationalen Holocaust-Gedenkstätte in Jerusalem, unterzeichnete sie nun eine Erklärung darüber, dass künftig alle deutschen Polizeianwärter von Fachleuten der Gedenkstätte im Erkennen von Antisemitismus geschult werden. In Zukunft soll auf ihrem Lehrplan auch eine Reise nach Israel und ein Besuch von Yad Vashem stehen."
REFUG,WAZ,NOT_SECURITY_CRIME,"

Düsseldorf Während Russland die Angriffe auf zivile Ziele in der Ukraine über die Feiertage fortsetzte, bekräftigten Landespolitiker und Kirchenvertreter ihre Solidarität mit der Ukraine und mit den [Gruppe 1], die in NRW Schutz suchen. "" Der Brutalität und Gewalt Russlands setzen wir unsere Solidarität und Nächstenliebe entgegen"" , sagte NRW-Ministerpräsident Hendrik Wüst (CDU) am Montag. "" Wer vor Putin flieht, ist bei uns in Nordrhein-Westfalen willkommen und sicher.""

NRW hat nach Regierungsangaben seit Kriegsbeginn im Februar knapp einer Viertelmillion Schutzsuchenden aus der Ukraine eine sichere Zuflucht ermöglicht. Seit Februar seien die Kapazitäten in den landeseigenen Aufnahmeeinrichtungen auf 27.170 Plätze fast verdoppelt worden. Angestrebt werden im 1. Quartal 2023 insgesamt 34.500 Plätze, später noch mehr."
UKR,WAZ,NOT_SECURITY_CRIME,"

Riga Bundesaußenministerin Annalena Baerbock hat den baltischen Staaten vor dem Hintergrund des russischen Krieges gegen die Ukraine Beistand gegen eine mögliche Bedrohung durch Moskau zugesichert. Die Nato werde ihr Bündnisgebiet verteidigen und "" jeden Winkel gemeinsam schützen"" , sagte die Grünen-Politikerin am Mittwoch nach einem Treffen mit ihrem lettischen Kollegen Edgars Rinkevics in Riga. Als Nato-Verbündete könnten sich Lettland, Estland und Litauen "" zu 100 Prozent auf Deutschland verlassen"" . Die Beistandsverpflichtung der Nato gelte ohne Wenn und Aber. Russland setzte seine schweren Angriffe in der Ukraine am Mittwoch fort. Der Kommandeur der verbliebenen Marineinfanteristen in der schwer umkämpften Hafenstadt Mariupol bat um Evakuierung in einen Drittstaat. Er deutete damit auch an, aufgeben zu wollen. Bisher hatten die [Gruppe 1] dies abgelehnt.

Berichte Tagesthema, Politik"
UKR,LVZ,NOT_SECURITY_CRIME,"Krieg unbestreitbar von Putin entfacht worden

Niemals hätten wir gedacht, dass wir noch einmal in eine solche Situation kommen würden. Wir haben nach all den Angstjahren des Aufrüstens in den 80er Jahren die Freiheit bekommen und mussten dafür nicht einmal unser Land verlassen. Wir haben die schweren Jahre des Zusammenwachsens erlebt, die Vereinigung Europas, den Balkankrieg, 9/11 mit all den Folgen des Terrorismus, die Finanzkrise, die Flüchtlingskrise, die Notwendigkeiten des Klimawandels und Corona. Wie konnte es passieren, dass wir vor aller Euphorie des Lebens diese Entwicklung nicht haben vorhersehen und verhindern können? Der Krieg ist unbestreitbar durch die russische Regierung unter Putin entfacht worden! Mein Respekt gilt all den [Gruppe 1], die sich standhaft unter Aufopferung aller Kräfte für die Freiheit ihres Landes den russischen Truppen entgegenstellen. Sergio Glaser, 04316 Leipzig

Eskalation hätte nur einen Verlierer: Europa"
REFUG,MOPO,NOT_SECURITY_CRIME,"Lars Meier: Seit einer Woche befindet sich die Ukraine durch den mörderischen Angriff Putins im Krieg. Das macht ja auch einiges mit Hamburg. Wie ist dein Blick darauf?

Andy Grote: Wir sind ja alle seit letztem Donnerstag in einer etwas anderen Welt unterwegs als vorher, und das gilt natürlich auch für Hamburg. Wir haben versucht, uns hier schnellstmöglich mit einer Krisenstabsorganisation auf all das einzustellen, was jetzt möglicherweise auf uns zukommt. Einige Dinge sind auch schon sehr greifbar: [Gruppe 1] kommen jetzt schon bei uns an. Es geht nun erst mal darum, dass wir in unserem zentralen Ankunftszentrum sicherstellen, dass die Leute dort sofort mit allem Notwendigen versorgt und betreut werden. Außerdem haben wir sehr schnell Tausende von Unterkunftsplätzen aktiviert, sodass wir die Menschen gut versorgen können. Aktuell sind es rund 300 [Gruppe 1]. Und wenn man sich die Entwicklung vor Ort anschaut, dann wird die Zahl in den nächsten Tagen vermutlich deutlich steigen. Dass wir so leistungs- und aufnahmefähig sind, dass wir alle sofort versorgen und unterbringen können, auch wenn die Zahlen höher werden, das ist jetzt erst mal das Wichtigste. Uns hilft, dass es eine enorme private Unterstützungsbereitschaft gibt. So viel Hilfe und Engagement - da können wir als Stadt schon ziemlich stolz drauf sein.

Wie kann man denn als Stadt diese enorme Hilfsbereitschaft kanalisieren? "
UKR,BADZ,NOT_SECURITY_CRIME,"Nur: Wie dagegenhalten? Die Antwort: Aufklärung muss schneller werden, viel schneller. Sie muss einsetzen, bevor sich Weltbilder endgültig verfestigt und sich Fake-Behauptungen global und auf sämtlichen Plattformen verbreitet haben. Also erneut: Was tun? Gegenwärtig wird im Feld der Desinformationsbekämpfung eine bereits ältere wissenschaftliche Theorie neu entdeckt und experimentell erprobt, dies mit ziemlich vielversprechenden Ergebnissen. Die Rede ist von der sogenannten Inokulationstheorie, die der Sozialpsychologie der 1960er Jahre entstammt. Inokulation heißt Impfung. Und der einigermaßen sperrige Name steht für die Annahme, dass man Menschen gegen Desinformation gleichsam impfen kann - und zwar auf zweifache Weise: zum einen durch die möglichst frühe, möglichst konkrete Warnung vor gerade erst aufkommenden Falschbehauptungen, zum anderen durch die Entlarvung der allgemeinen Manipulationstechniken. 

Desinformationsimpfung, so zeigen aktuelle Studien, funktioniert tatsächlich ziemlich gut, beispielsweise auch durch Computerspiele, die auf leichte Weise die Techniken der Agitation unter den neuen Medienbedingungen verstehbar machen, für sie sensibilisieren. Man kann gerade heute, im aktuellen Informationskrieg und im Gewirr der umherwirbelnden Falschnachrichten, die aus dem Kreml kommen, wieder und wieder erleben, in welchem Maße diese Aufklärungs- und Entlarvungsarbeit in Hochgeschwindigkeit greift. Mitunter täglich werden [Gruppe 1] und [Gruppe 1] derzeit vor russischen Propaganda-Narrativen gewarnt. Plötzlich auftauchende, gerade erst publizierte Fälschungen werden blitzschnell dementiert, Lügen zum Beispiel durch Satellitenbilder und Geheimdienstinformationen offensiv korrigiert.

Mal ganz konkret: Wenige Tage nach Kriegsbeginn wurde auf einer gehackten ukrainischen Nachrichtenwebsite ein sogenanntes Deep-Fake-Video publiziert. Angeblich erklärte Präsident Selenskyj hier die Kapitulation, aber die Fälschung vermochte nicht zu verfangen. Denn die Bevölkerung war schon darüber informiert, dass ein solches Video kommen könnte. Und Selenskyj reagierte sofort - und machte klar: Alles Fake! "
REFUG,WAZ,NOT_SECURITY_CRIME,"Außenministerin Annalena Baerbock (Grüne) warf Putin Lügen vor, signalisierte aber auch Bereitschaft zu Verhandlungen. "" Wenn man vor einer Woche A gesagt hat und jetzt das Gegenteil tut, dann hat man nicht die Wahrheit gesagt. Oder auf Deutsch: Dann hat man gelogen"" , sagte sie. "" Auch in der härtesten Krise müssen wir das Fenster für Gespräche immer offen halten. Wir wollen Krieg verhindern.""

Unterdessen forderte der Flüchtlingsrat NRW die Landesregierung auf, sich auf die mögliche Ankunft von Kriegsflüchtlingen aus der Ukraine vorzubereiten. "" Wir erwarten dies von Deutschland und von NRW"" , sagte Birgit Naujoks, Geschäftsführerin des Flüchtlingsrates NRW, zur WAZ. "" Die Grenzen dürfen für [Gruppe 1] nicht, wie bei denen, die über Belarus in die EU flüchten wollten, verschlossen bleiben.""  Die Politik dürfe "" keine Ängste vor [Gruppe 1] in der Bevölkerung wecken, sondern muss Haltung zeigen und sagen: Dort ist Krieg, wir schützen diese Menschen"" .

"" Generell gilt, dass NRW sich immer solidarisch gegenüber Menschen in Not zeigt"" , versicherte NRW-Flüchtlingsminister Joachim Stamp (FDP) gegenüber der WAZ. Nach Angaben seines Ministeriums liegen jedoch noch keine Erkenntnisse über eine steigende Migrationsbewegung aus der Ukraine nach Deutschland vor. mk/dpa"
EU,OSZ,NOT_SECURITY_CRIME,"

Bundeskanzler Olaf Scholz (SPD) hat sich weiter zuversichtlich gezeigt, auf diplomatischem Weg eine Lösung für den Konflikt zwischen Russland und der Ukraine zu finden. "" So schwierig und ernst die derzeitige Lage auch scheint -  ich weigere mich, sie als aussichtslos zu beschreiben"" , sagte Scholz gestern nach einem Gespräch mit dem russischen Präsidenten Wladimir Putin in Moskau. Allen [Gruppe 1] und der Nato sei klar, dass nachhaltige Sicherheit nicht gegen Russland, sondern nur mit Russland erreicht werden könne. "" Von allen ist jetzt mutiges und verantwortungsbewusstes Handeln gefragt"" , betonte Scholz. Seiten 2 und 3

"
RUS,TA,NOT_SECURITY_CRIME,"

Moskau/Kiew Kremlchef Wladimir Putin hat den von Russland als "" militärische Spezialoperation""  bezeichneten Krieg in der Ukraine am Freitag als "" heldenhaften""  Einsatz der russischen Armee gelobt. Es würden alle Pläne umgesetzt, sagte er im Moskauer Luschniki-Stadion vor Zehntausenden jubelnden [Gruppe 1] mit Blick auf den Krieg in dem Nachbarland. Kurz nach Beginn von Putins Rede wurde die Liveübertragung im Staatsfernsehen unerwartet abgebrochen. Das Fernsehen zeigte nur noch aufgezeichnete Bilder. Es war zunächst unklar, was passiert war. Der Kreml gab später an, die Rede sei wegen technischer Probleme unterbrochen worden. Es habe eine Panne auf einem Server gegeben, sagte Kremlsprecher Dmitri Peskow am Freitag der Agentur Interfax. Wenig später wurde die Rede in voller Länge im TV-Kanal Rossija 24 gezeigt.

Im Stadion schwenkten die Menschen die russischen Staatsflaggen und Fahnen mit dem Buchstaben Z, der als Symbol für die Unterstützung von Russlands Krieg in der Ukraine steht. Anlass des Auftritts war der achte Jahrestag der Einverleibung der Schwarzmeer-Halbinsel Krim am 18. März 2014."
UKR,TA,NOT_SECURITY_CRIME,"Die Ampel war unter der Führung von Olaf Scholz auf dem Weg in eine gefährliche Isolation. Ihre Entscheidung, einem überfallenem Volk von 44 Millionen Menschen 5000 Helme zu liefern, war beschämend und ein Tiefpunkt in den ersten 100 Tagen.

Jetzt hat der Kanzler die Kurve gekriegt und mit einer überzeugenden Rede auf der Sondersitzung des Bundestags den neuen Kurs gesetzt. Jetzt müssen möglichst viele folgen. Man ist kein Kriegstreiber, wenn man den völkerrechtswidrig angegriffenen [Gruppe 1] Waffen zur Selbstverteidigung liefert. Es ist auch keine Kriegstreiberei, wenn man seine Armee so ausstattet und führt, dass sie wirklich abschrecken kann und im äußersten Fall in der Lage ist, einen Feind abzuwehren.

Es geht nicht gegen das russische Volk, das hat der Kanzler gestern völlig zu Recht deutlich gemacht. Die überwältigende Mehrheit der [Andere Gruppe] ist an dieser Katastrophe schuldlos und will -  wie wir -  nur in Frieden und Wohlstand leben."
HUN,BADZ,NOT_SECURITY_CRIME,"Er unterstützt deshalb auch ""die Stationierung weiterer Truppen und Waffensysteme, insbesondere von Flugabwehrsystemen vom Typ Patriot"". Sie können Flugzeuge, taktische ballistische Raketen und Marschflugkörper bekämpfen und waren schon vor Längerem von der litauischen Regierung als weitere Schutzmaßnahme erbeten worden. Inzwischen war ein Vorauskommando der entsprechenden Einheit vor Ort, und die Verlegung steht kurz bevor.

Das gilt auch für die Slowakei. Das dortige Parlament hat bereits vergangene Woche ein Mandat verabschiedet, dass die Entsendung von bis zu 700 ""Luftverteidigungskräften"" erlaubt, wie die Bundeswehr schreibt. Die Slowakei gehört zusammen mit [Gruppe 1], Rumänien und Bulgarien zu jenen vier Ländern in Nachbarschaft zur Ukraine, wo nach dem Nato-beschluss vom Donnerstag nun ebenfalls eigene Kampfeinheiten des Bündnisses stationiert werden.

Die Überlegungen gehen bereits darüber hinaus und betreffen nicht nur die Führung der sogenannten Nato-Speerspitzeneinheit im kommenden Jahr. Die deutschen Militärplaner lesen aus dem Gipfeldokument heraus, dass sie bis zum nächsten Nato-Gipfeltreffen Ende Juni in Madrid weitergehende Schritte ins Visier nehmen sollen. ""Wir werden jetzt die Transformation der Nato beschleunigen, um sie einer gefährlicheren strategischen Realität anzupassen"", heißt es etwa im Gipfelbeschluss vom Donnerstag. ""Im Lichte der stärksten Bedrohung euro-atlantischer Sicherheit seit Jahrzehnten werden wir auch unsere langfristige Abschreckungs- und Verteidigungsbereitschaft signifikant stärken."" Man werde sich verstärkt auch auf atomare, biologische und chemische Bedrohungen einstellen und ""weitere Entscheidungen fällen, wenn wir uns in Madrid treffen""."
